24485,* MOFid-v1.NA.NAno_mof;24485,NA.MISSING_LINKERS.MOFkey-v1
24663,Nc1ccc2c(c1)nc1c(n2)cc(cc1N)N.[O-]C(=O)C1=C(N)C=C(C=[C]1)C#Cc1cc(N)c(c(c1N)N)C(=O)[O-].[O-]C(=O)C1=[C]C=C(C=C1N)C#Cc1ccc(c(c1N)N)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24663,Zn.KWODECVEPRDYQB.SFVJCWIWPADMNB.YIUBUYNQMAMZSP.MOFkey-v1.pcu
24664,Nc1ccc2c(c1)nc1c(n2)cc(cc1N)N.[O-]C(=O)C1=C(N)C=C(C=[C]1)C#Cc1cc(N)c(c(c1N)N)C(=O)[O-].[O-]C(=O)C1=[C]C=C(C=C1N)C#Cc1ccc(c(c1N)N)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;24664,Zn.KWODECVEPRDYQB.SFVJCWIWPADMNB.YIUBUYNQMAMZSP.MOFkey-v1.pcu
24665,[O-]C(=O)c1cc(c2ccccc2)c(cc1c1ccccc1)C#Cc1ccc(cc1c1ccccc1)C(=O)[O-].[Zn][Zn] MOFid-v1.sql,ERROR.cat0;24665,Zn.OANLBGBURLBEJW.MOFkey-v1.sql
24666,Oc1cc(C(=O)[O-])c(c(c1C#Cc1c(O)cc(c(c1O)O)C(=O)[O-])O)O.Oc1ccc2c(c1)nc1c(n2)cc(c(c1O)O)O.[O-]C(=O)C1=[C]C(=C(C=C1)C#Cc1c(O)cc(c(c1O)O)C(=O)[O-])O.[Zn][Zn] MOFid-v1.pcu.cat0;24666,Zn.NBFVYCSIZRIFIA.NXQBQPVHAKYZQO.WMJFDYXTZHCRAM.MOFkey-v1.pcu
24667,Oc1cc(C(=O)[O-])c(c(c1C#Cc1c(O)cc(c(c1O)O)C(=O)[O-])O)O.Oc1ccc2c(c1)nc1c(n2)cc(c(c1O)O)O.[O-]C(=O)C1=[C]C(=C(C=C1)C#Cc1c(O)cc(c(c1O)O)C(=O)[O-])O.[Zn][Zn] MOFid-v1.pcu.cat1;24667,Zn.NBFVYCSIZRIFIA.NXQBQPVHAKYZQO.WMJFDYXTZHCRAM.MOFkey-v1.pcu
24668,Oc1cc(C(=O)[O-])c(cc1C#Cc1ccc(c(c1O)O)C(=O)[O-])O.Oc1nccc(c1)C#Cc1ccnc(c1O)O.[O-]C(=O)c1ccc(c(c1O)O)C#Cc1ccc(c(c1O)O)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24668,Zn.FSQQBVNZTAUVAO.LBUPCSTZCMNIBK.UQRDJJSTKRFBJQ.MOFkey-v1.pcu
24669,Oc1cc(C(=O)[O-])c(cc1C#Cc1ccc(c(c1O)O)C(=O)[O-])O.Oc1nccc(c1)C#Cc1ccnc(c1O)O.[O-]C(=O)c1ccc(c(c1O)O)C#Cc1ccc(c(c1O)O)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;24669,Zn.FSQQBVNZTAUVAO.LBUPCSTZCMNIBK.UQRDJJSTKRFBJQ.MOFkey-v1.pcu
2467,Cc1cc(cc(c1c1ccc(cc1C)c1ccc(c(c1C)C)C(=O)[O-])C)C(=O)[O-].Cc1cc(ccc1C#Cc1cc(C)c(c(c1)C)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1cc(C)c(cc1C)c1ccc(cc1C)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat3;2467,Zn.GTFFHWNCXRWCLC.WYFVYZWQWFSIGX.YVBUMAPCMXUMFU.MOFkey-v1.pcu
24670,Oc1cc(ccc1C#Cc1ccc(cc1O)C(=O)[O-])C(=O)[O-].Oc1ccc2c(c1O)c(C(=O)[O-])c1c(c2C(=O)[O-])c(O)ccc1O.Oc1ncc(c(c1)C#Cc1ccncc1O)O.[Zn][Zn] MOFid-v1.pcu.cat0;24670,Zn.NWXIBJSUQRIOCD.PHRKKUNEOOCMOF.XKQQZUKUCHPNKP.MOFkey-v1.pcu
24671,Oc1cc(ccc1C#Cc1ccc(cc1O)C(=O)[O-])C(=O)[O-].Oc1ccc2c(c1O)c(C(=O)[O-])c1c(c2C(=O)[O-])c(O)ccc1O.Oc1ncc(c(c1)C#Cc1ccncc1O)O.[Zn][Zn] MOFid-v1.pcu.cat1;24671,Zn.NWXIBJSUQRIOCD.PHRKKUNEOOCMOF.XKQQZUKUCHPNKP.MOFkey-v1.pcu
24672,* MOFid-v1.NA.NAno_mof;24672,NA.MISSING_LINKERS.MOFkey-v1
24673,N#Cc1c(ccc(c1C#N)C(=O)[O-])C#Cc1c(C#N)c(C#N)c(c(c1C#N)C#N)C(=O)[O-].[Zn][Zn] MOFid-v1.ERROR.cat0;24673,Zn.QOEINKMMURWIDS.MOFkey-v1.ERROR
24674,N#Cc1c(ccc(c1C#N)C(=O)[O-])C#Cc1c(C#N)c(C#N)c(c(c1C#N)C#N)C(=O)[O-].[Zn][Zn] MOFid-v1.ERROR.cat1;24674,Zn.QOEINKMMURWIDS.MOFkey-v1.ERROR
24675,N#Cc1c(C#N)nc(c(c1C#Cc1c(C#N)c(C#N)nc(c1C#N)C#N)C#N)C#N.[Zn][Zn] MOFid-v1.ERROR,sql.cat0;24675,Zn.QCTWEWPQJVSPDY.MOFkey-v1.ERROR
24676,* MOFid-v1.NA.NA;24676,
24677,N#Cc1cc(C#Cc2cc(C#N)nc(c2C#N)C#N)c(c(n1)C#N)C#N.[Zn][Zn] MOFid-v1.sql.cat0;24677,Zn.YKWSFWHJZATFBA.MOFkey-v1.sql
24678,N#Cc1cc(C#Cc2cc(C#N)nc(c2C#N)C#N)c(c(n1)C#N)C#N.[Zn][Zn] MOFid-v1.ERROR.cat1;24678,Zn.YKWSFWHJZATFBA.MOFkey-v1.ERROR
24679,COc1cc(C(=O)[O-])c(cc1C#Cc1cc(OC)c(c(c1OC)OC)C(=O)[O-])OC.COc1cc(ccc1C#Cc1cc(OC)c(cc1OC)C(=O)[O-])C(=O)[O-].COc1cc2nc3cc(OC)c(cc3nc2cc1OC)[O].[Zn][Zn] MOFid-v1.pcu.cat0;24679,Zn.GJNHFEXAJHWAPG.GWTXUCQNNOTTAE.JOWPJYKAYOZXLQ.MOFkey-v1.pcu
2468,Cc1cc(ccc1c1c(C)cc(c(c1C)C)C(=O)[O-])c1cc(C)c(c(c1C)C)C(=O)[O-].Cc1cc(ccc1c1cc(C)c(c(c1C)C)C(=O)[O-])c1ccc(c(c1C)C)C(=O)[O-].[O-]C(=O)c1ccc(c(c1C)C)C#Cc1cc(C)c(c(c1C)C)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0;2468,Zn.JWSNMFITZJLMOP.KBYPMAVKQTZEGK.LRKLMAIJYVQUGE.MOFkey-v1.pcu
24680,* MOFid-v1.NA.NAno_mof;24680,NA.MISSING_LINKERS.MOFkey-v1
24681,[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-].[O-]C(=O)c1ccc(cc1)N=Nc1ccc(cc1)C(=O)[O-].[Zn][Zn].n1ccc(cc1)N=Nc1ccncc1 MOFid-v1.pcu.cat0;24681,Zn.FDFGHPKPHFUHBP.NWHZQELJCLSKNV.XUPMSLUFFIXCDA.MOFkey-v1.pcu
24682,[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-].[O-]C(=O)c1ccc(cc1)N=Nc1ccc(cc1)C(=O)[O-].[Zn][Zn].n1ccc(cc1)N=Nc1ccncc1 MOFid-v1.pcu.cat1;24682,Zn.FDFGHPKPHFUHBP.NWHZQELJCLSKNV.XUPMSLUFFIXCDA.MOFkey-v1.pcu
24683,Fc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(F)c(c(c1F)F)F.Fc1ncc(c(c1)N=Nc1cc(F)nc(c1F)F)F.[O-]C(=O)c1cc(F)c(c(c1F)F)N=Nc1c(F)c(F)c(c(c1F)F)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24683,Zn.BYAMXGFDBKTRFL.OFVORQVJMXCJTJ.YGAOKZVRNYHJBX.MOFkey-v1.pcu
24684,Fc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(F)c(c(c1F)F)F.Fc1ncc(c(c1)N=Nc1cc(F)nc(c1F)F)F.[O-]C(=O)c1cc(F)c(c(c1F)F)N=Nc1c(F)c(F)c(c(c1F)F)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;24684,Zn.BYAMXGFDBKTRFL.OFVORQVJMXCJTJ.YGAOKZVRNYHJBX.MOFkey-v1.pcu
24685,Fc1c(ccnc1F)N=Nc1ccncc1.Fc1cc(ccc1N=Nc1ccc(c(c1F)F)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1c2ccc(c(c2c(c2c1cccc2)C(=O)[O-])F)F.[Zn][Zn] MOFid-v1.pcu.cat0;24685,Zn.HAGJEGUIVROIMW.HAUYYLNNRDUZSN.STTYDYBTBWQHOB.MOFkey-v1.pcu
24686,Fc1c(ccnc1F)N=Nc1ccncc1.Fc1cc(ccc1N=Nc1ccc(c(c1F)F)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1c2ccc(c(c2c(c2c1cccc2)C(=O)[O-])F)F.[Zn][Zn] MOFid-v1.pcu.cat1;24686,Zn.HAGJEGUIVROIMW.HAUYYLNNRDUZSN.STTYDYBTBWQHOB.MOFkey-v1.pcu
24687,Fc1nccc(c1)N=Nc1cc(F)nc(c1)F.[O-]C(=O)c1c2C=CC=[C]c2c(c2c1c(F)cc(c2F)F)C(=O)[O-].[O-]C(=O)c1ccc(cc1)N=NC1=CC(=C([C]=C1)C(=O)[O-])F.[Zn][Zn] MOFid-v1.pcu.cat0;24687,Zn.BZMBSWRGZAEYOQ.NAFSEIXAXZUBIS.VERXOAGKCQPWEG.MOFkey-v1.pcu
24688,Fc1nccc(c1)N=Nc1cc(F)nc(c1)F.[O-]C(=O)c1c2C=CC=[C]c2c(c2c1c(F)cc(c2F)F)C(=O)[O-].[O-]C(=O)c1ccc(cc1)N=NC1=CC(=C([C]=C1)C(=O)[O-])F.[O-]C(=O)c1ccc(cc1)N=NC1=C[C]=C(C(=C1)F)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;24688,Zn.BZMBSWRGZAEYOQ.NAFSEIXAXZUBIS.VERXOAGKCQPWEG.MOFkey-v1.pcu
24689,FOC(=O)c1c2[C]=CC=Cc2c(c2c1cc(F)cc2)C(=O)[O-].Fc1c(ccnc1F)N=Nc1c(F)cncc1F.Fc1cc(ccc1N=Nc1c(F)cc(c(c1F)F)C(=O)[O-])C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24689,Zn.BULKOGMVIGBZGQ.GBLLIUVBEBHHFM.LYRUBPCZXWTZMQ.MOFkey-v1.pcu
2469,Cc1cc(ccc1c1c(C)cc(c(c1C)C)C(=O)[O-])c1cc(C)c(c(c1C)C)C(=O)[O-].Cc1cc(ccc1c1cc(C)c(c(c1C)C)C(=O)[O-])c1ccc(c(c1C)C)C(=O)[O-].[O-]C(=O)c1ccc(c(c1C)C)C#Cc1cc(C)c(c(c1C)C)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;2469,Zn.JWSNMFITZJLMOP.KBYPMAVKQTZEGK.LRKLMAIJYVQUGE.MOFkey-v1.pcu
24690,FOC(=O)c1c2[C]=CC=Cc2c(c2c1cc(F)cc2)C(=O)[O-].Fc1c(ccnc1F)N=Nc1c(F)cncc1F.Fc1cc(ccc1N=Nc1c(F)cc(c(c1F)F)C(=O)[O-])C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;24690,Zn.BULKOGMVIGBZGQ.GBLLIUVBEBHHFM.LYRUBPCZXWTZMQ.MOFkey-v1.pcu
24691,Fc1cc(F)c2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])ccc(c1F)F.Fc1ccc2c(c1)nc1c(n2)c(F)cc(c1F)F.[O-]C(=O)C1=[C]C(=C(C=C1)N=Nc1cc(F)c(c(c1F)F)C(=O)[O-])F.[Zn][Zn] MOFid-v1.pcu.cat0;24691,Zn.MVCVNTMACGZWEQ.TWRFFYGXGPSLJX.WZUAOQDZTSNXOW.MOFkey-v1.pcu
24692,Fc1cc(F)c2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])ccc(c1F)F.Fc1ccc2c(c1)nc1c(n2)c(F)cc(c1F)F.[O-]C(=O)C1=CC=C(C(=[C]1)F)N=Nc1cc(F)c(c(c1F)F)C(=O)[O-].[O-]C(=O)C1=[C]C(=C(C=C1)N=Nc1cc(F)c(c(c1F)F)C(=O)[O-])F.[Zn][Zn] MOFid-v1.pcu.cat1;24692,Zn.MVCVNTMACGZWEQ.TWRFFYGXGPSLJX.WZUAOQDZTSNXOW.MOFkey-v1.pcu
24693,ClC1=[C]C(=[C]C(=C1N=NC1=CC(=C([C]=C1)C(=O)[O-])Cl)Cl)C(=O)[O-].ClC1=[C]c2c([C]=C1)c(C(=O)[O-])c1=CC=C[C]=c1c2C(=O)[O-].Clc1nccc(c1)N=Nc1ccncc1Cl.[Zn][Zn] MOFid-v1.pcu.cat0;24693,Zn.GKZCHTNXEWJTFC.MTXFPJMMGGZDAN.QCEVMFFRICCJCF.MOFkey-v1.pcu
24694,ClC1=[C]C(=[C]C(=C1N=NC1=CC(=C([C]=C1)C(=O)[O-])Cl)Cl)C(=O)[O-].ClC1=[C]c2c([C]=C1)c(C(=O)[O-])c1=CC=C[C]=c1c2C(=O)[O-].Clc1nccc(c1)N=Nc1ccncc1Cl.[Zn][Zn] MOFid-v1.pcu.cat1;24694,Zn.GKZCHTNXEWJTFC.MTXFPJMMGGZDAN.QCEVMFFRICCJCF.MOFkey-v1.pcu
24695,ClC1=[C]C=c2c(=C1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(Cl)c(cc1Cl)Cl.Clc1cnc(c(c1N=Nc1c(Cl)cnc(c1Cl)Cl)Cl)Cl.[O-]C(=O)C1=[C]C=C(C=C1)N=NC1=C(Cl)C=C([C]=C1)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24695,Zn.ABDBUDRDRHQJLU.KWZXKUKWKLYNBM.QVOMPIAZYHYJFX.MOFkey-v1.pcu
24696,ClC1=[C]C=c2c(=C1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(Cl)c(cc1Cl)Cl.Clc1cnc(c(c1N=Nc1c(Cl)cnc(c1Cl)Cl)Cl)Cl.[O-]C(=O)C1=[C]C=C(C=C1)N=NC1=C(Cl)C=C([C]=C1)C(=O)[O-].[O-]C(=O)C1=[C]C=C(C=C1)N=NC1=C[C]=C(C=C1Cl)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;24696,Zn.ABDBUDRDRHQJLU.KWZXKUKWKLYNBM.QVOMPIAZYHYJFX.MOFkey-v1.pcu
24697,ClOC(=O)c1c2[C]=C(Cl)C=Cc2c(c2c1cccc2)C(=O)[O-].Clc1cc2c(c(c1Cl)Cl)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1Cl.Clc1nccc(c1Cl)N=Nc1c(Cl)c(Cl)nc(c1Cl)Cl.[Zn][Zn] MOFid-v1.pcu.cat0;24697,Zn.AWKYSLKFQWVRLI.IFWCUVIZISZWDV.MPETYQRTBXWLSA.MOFkey-v1.pcu
24698,ClC1=[C]C(c2c([CH]1)c(C(=O)[O-])c1=[C][C]=CC=c1c2C(=O)[O-])(Cl)Cl.Clc1nccc(c1)N=Nc1cc(Cl)nc(c1Cl)Cl.[O-]C(=O)C1=C(Cl)C=C(C=[C]1)N=NC1=[C][C]=C(C(=C1)Cl)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24698,Zn.ATADTGLQTYCPOO.IEZCOCOEZBJHBV.WZVYBAYYHPORJU.MOFkey-v1.pcu
24699,ClC1=[C]C(c2c([CH]1)c(C(=O)[O-])c1=[C][C]=CC=c1c2C(=O)[O-])(Cl)Cl.Clc1nccc(c1)N=Nc1cc(Cl)nc(c1Cl)Cl.[O-]C(=O)C1=C(Cl)C=C(C=[C]1)N=NC1=[C][C]=C(C(=C1)Cl)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;24699,Zn.ATADTGLQTYCPOO.IEZCOCOEZBJHBV.WZVYBAYYHPORJU.MOFkey-v1.pcu
247,[O-]C(=O)C1=C(Cl)C=C([C]=C1)C1=[C]C(=C(C(=[C]1)Cl)C(=O)[O-])Cl.[O-]C(=O)C1=C[C]=C(C=C1Cl)C1=CC(=C(C=[C]1)C(=O)[O-])Cl.[O-]C(=O)C1=C[C]=C(C=C1Cl)C1=[C]C(=C(C(=[C]1)Cl)C(=O)[O-])Cl.[O-]C(=O)c1ccc(cc1Cl)c1cc(Cl)c(c(c1)Cl)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2;247,Zn.BVJMSJKHRZHONZ.MBRFFTCCJPCYPN.TVWBZAKLLBYAQE.MOFkey-v1.pcu
2470,Cc1cc(ccc1c1c(C)cc(c(c1C)C)C(=O)[O-])c1cc(C)c(c(c1C)C)C(=O)[O-].Cc1cc(ccc1c1cc(C)c(c(c1C)C)C(=O)[O-])c1ccc(c(c1C)C)C(=O)[O-].[O-]C(=O)c1ccc(c(c1C)C)C#Cc1cc(C)c(c(c1C)C)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2;2470,Zn.JWSNMFITZJLMOP.KBYPMAVKQTZEGK.LRKLMAIJYVQUGE.MOFkey-v1.pcu
24700,Clc1c(N=Nc2ccc(cc2)C(=O)[O-])ccc(c1Cl)C(=O)[O-].Clc1cc(N=Nc2cc(Cl)nc(c2Cl)Cl)cc(n1)Cl.[O-]C(=O)c1c2ccc(c(c2c(c2=C(C=[C]C(=c12)Cl)Cl)C(=O)[O-])Cl)Cl.[Zn][Zn] MOFid-v1.pcu.cat0;24700,Zn.BYFKIDHRBRAVLO.JQKQQOHEHVLFKY.SVKFLDXXNDNROI.MOFkey-v1.pcu
24701,Clc1c(N=Nc2ccc(cc2)C(=O)[O-])ccc(c1Cl)C(=O)[O-].Clc1cc(N=Nc2cc(Cl)nc(c2Cl)Cl)cc(n1)Cl.[O-]C(=O)c1c2ccc(c(c2c(c2=C(C=[C]C(=c12)Cl)Cl)C(=O)[O-])Cl)Cl.[Zn][Zn] MOFid-v1.pcu.cat1;24701,Zn.BYFKIDHRBRAVLO.JQKQQOHEHVLFKY.SVKFLDXXNDNROI.MOFkey-v1.pcu
24702,Brc1cnccc1N=Nc1ccnc(c1Br)Br.[O-]C(=O)C1=CC(=C(C(=[C]1)Br)N=Nc1ccc(cc1Br)C(=O)[O-])Br.[O-]C(=O)c1c2C=CC=[C]c2c(c2c1ccc(c2Br)Br)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24702,Zn.BXYAUSUFKYYULM.OVRBZZQKILCXIA.PMBQACBAMJINEQ.MOFkey-v1.pcu
24703,Brc1cnccc1N=Nc1ccnc(c1Br)Br.[O-]C(=O)C1=CC(=C(C(=[C]1)Br)N=Nc1ccc(cc1Br)C(=O)[O-])Br.[O-]C(=O)C1=[C]C(=C(C(=C1)Br)N=Nc1ccc(cc1Br)C(=O)[O-])Br.[O-]C(=O)c1c2C=CC=[C]c2c(c2c1ccc(c2Br)Br)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;24703,Zn.BXYAUSUFKYYULM.OVRBZZQKILCXIA.PMBQACBAMJINEQ.MOFkey-v1.pcu
24704,BrC1=[C]C=c2c(=[C]1)c(C(=O)[O-])c1c(c2C(=O)[O-])[C]=[C]C=C1.Brc1c(Br)nc(c(c1N=Nc1ccncc1)Br)Br.Brc1ccc2c(c1)c(c1c(c2C(Br)([O])[O])cccc1)C(Br)([O])[O].[Zn][Zn] MOFid-v1.pcu,ERROR.cat0;24704,Zn.DQTWVEAPDPCWGD.PABHHFYQKYHXMU.WLCVFGXJQIBIBM.MOFkey-v1.pcu
24705,BrC1=[C]c2c([C]=[C]1)c(C(=O)[O-])c1c(c2C(=O)[O-])[C]=[C][C]=C1.Brc1c(ccnc1Br)N=Nc1c(Br)cncc1Br.[O-]C(=O)C1=[C][C]=C(C=[C]1)N=NC1=C(Br)C=C([C]=[C]1)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24705,Zn.AXZYAHWQELEYKA.KKQLXOCFJLIFAZ.PXDMKMNDCPSWPB.MOFkey-v1.pcu
24706,BrC1=[C]c2c([C]=[C]1)c(C(=O)[O-])c1c(c2C(=O)[O-])[C]=[C][C]=C1.Brc1c(ccnc1Br)N=Nc1c(Br)cncc1Br.[O-]C(=O)C1=[C][C]=C(C=[C]1)N=NC1=C(Br)C=C([C]=[C]1)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;24706,Zn.AXZYAHWQELEYKA.KKQLXOCFJLIFAZ.PXDMKMNDCPSWPB.MOFkey-v1.pcu
24707,BrC1=CC=c2c(=[C]1)c(C(=O)[O-])c1c(c2C(=O)[O-])[C]=CC=C1.Brc1cc(N=Nc2cc(Br)nc(c2Br)Br)c(c(n1)Br)Br.[O-]C(=O)C1=[C]C=C(C=C1)N=NC1=C(Br)[C]=C(C=C1Br)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24707,Zn.GQNHCXOUPFNGOL.LYGSLLMJHVZQQR.SPVBYVGLNSXQMY.MOFkey-v1.pcu
24708,BrC1=CC=c2c(=[C]1)c(C(=O)[O-])c1c(c2C(=O)[O-])[C]=CC=C1.Brc1cc(N=Nc2cc(Br)nc(c2Br)Br)c(c(n1)Br)Br.[O-]C(=O)C1=CC=C(C=[C]1)N=NC1=C(Br)[C]=C(C=C1Br)C(=O)[O-].[O-]C(=O)C1=[C]C=C(C=C1)N=NC1=C(Br)[C]=C(C=C1Br)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;24708,Zn.GQNHCXOUPFNGOL.LYGSLLMJHVZQQR.SPVBYVGLNSXQMY.MOFkey-v1.pcu
24709,Brc1nccc(c1)N=Nc1cc(Br)nc(c1)Br.[O-]C(=O)C1=[C]C=C(C=[C]1)N=Nc1ccc(cc1Br)C(=O)[O-].[Br].[O-]C(=O)c1c2C=CC=[C]c2c(c2c1[C]=C[C]=C2)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu,sql.cat0;24709,Zn.DRBNLSYMTRSIFT.HIFJSFWKUBXHMS.IACVMRVAFGZABS.MOFkey-v1.pcu
2471,Cc1cc(C(=O)[O-])c(cc1C#Cc1c(C)cc(c(c1C)C)C(=O)[O-])C.Cc1cc(C(=O)[O-])c(cc1C1=[C]C=C(C=C1C)c1cc(C)c(c(c1)C)C(=O)[O-])C.Cc1cc(cc(c1C1=CC(=C(C(=[C]1)C)c1c(C)c(C)c(c(c1C)C)C(=O)[O-])C)C)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0;2471,Zn.JWIXZGMJEBNDJA.XRECCLWRUPAXLP.ZBLOYAIJBRELAG.MOFkey-v1.pcu
24710,Brc1nccc(c1)N=Nc1cc(Br)nc(c1)Br.[O-]C(=O)C1=[C]C=C(C=[C]1)N=Nc1ccc(cc1Br)C(=O)[O-].[Br].[O-]C(=O)c1c2C=CC=[C]c2c(c2c1[C]=C[C]=C2)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu,sql.cat1;24710,Zn.DRBNLSYMTRSIFT.HIFJSFWKUBXHMS.IACVMRVAFGZABS.MOFkey-v1.pcu
24711,Cc1cc(N=Nc2ccnc(c2C)C)cc(n1)C.Cc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])ccc(c1C)C.[O-]C(=O)c1ccc(cc1C)N=Nc1c(C)cc(c(c1C)C)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24711,Zn.GCARHNIDCWFXOR.NHEVANOSJIRQEK.YNEMYZXPSFDYHS.MOFkey-v1.pcu
24712,Cc1c(C)cc2c(c1C)c(C(=O)[O-])c1=CC=[C]C=c1c2C(=O)[O-].Cc1cc(C(=O)[O-])c(cc1N=Nc1ccc(cc1)C(=O)[O-])C.Cc1cc(N=Nc2ccncc2)c(c(n1)C)C.[Zn][Zn] MOFid-v1.pcu.cat0;24712,Zn.ARIDUCKZUVXSKZ.CFDDMZSUGBSDNK.WSIOVRIVBUSJKS.MOFkey-v1.pcu
24713,Cc1cc(C(=O)[O-])c(cc1N=Nc1c(C)c(C)c(c(c1C)C)C(=O)[O-])C.Cc1ccc2c(c1)nc1c(n2)ccc(c1C)C.[O-]C(=O)c1ccc(c(c1)C)N=NC1=C[C]=C(C(=C1)C)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24713,Zn.AWXZMRXTTXPKFN.CYXNAZZBRPUKKK.KTINRRLFLKOKIZ.MOFkey-v1.pcu
24714,Cc1cc(C(=O)[O-])c(cc1N=Nc1c(C)c(C)c(c(c1C)C)C(=O)[O-])C.Cc1ccc2c(c1)nc1c(n2)ccc(c1C)C.[O-]C(=O)c1ccc(c(c1)C)N=NC1=C[C]=C(C(=C1)C)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;24714,Zn.AWXZMRXTTXPKFN.CYXNAZZBRPUKKK.KTINRRLFLKOKIZ.MOFkey-v1.pcu
24715,Cc1c(C)c(C)c2c(c1C)c([C])c1c(c2[C])c(C)c(cc1C)C.[O].[O].[O].[O].Cc1ncc(c(c1)N=Nc1ccncc1C)C.[O-]C(=O)c1c2C(=[C]C=Cc2c(c2c1c(C)ccc2)C(=O)[O-])C.[CH3].[Zn][Zn] MOFid-v1.pcu.cat0;24715,Zn.NSWASLZMDPPBHI.UYNASTIREBVUQR.YOAFXUGXSPUGOL.MOFkey-v1.pcu
24716,Cc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(C)cc(c1C)C.Cc1nccc(c1)N=Nc1c(C)cnc(c1C)C.[O-]C(=O)c1ccc(cc1)N=Nc1c(C)cc(cc1C)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24716,Zn.NCQKFHPAJIEFCK.VLPGADWXVQKMPC.VMAFNZNCKZGRRF.MOFkey-v1.pcu
24717,CCC1=Cc2c([C]=C1CC)c([C])c1c(c2C(=O)[O-])ccc(c1CC)CC.CCC1=[C]N=C(C(=C1N=NC1=C(CC)C=N[C]=C1)CC)CC.CCc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1.[CH2]C.[CH2]C.[O].[O].[Zn][Zn] MOFid-v1.pcu,UNKNOWN.cat0;24717,Zn.DJJFRUHDOZRICO.MOFkey-v1.pcu
24718,* MOFid-v1.NA.NAno_mof;24718,NA.MISSING_LINKERS.MOFkey-v1
24719,* MOFid-v1.NA.NAno_mof;24719,NA.MISSING_LINKERS.MOFkey-v1
2472,Cc1cc(C(=O)[O-])c(cc1C#Cc1c(C)cc(c(c1C)C)C(=O)[O-])C.Cc1cc(C(=O)[O-])c(cc1C1=[C]C=C(C=C1C)c1cc(C)c(c(c1)C)C(=O)[O-])C.Cc1cc(cc(c1C1=CC(=C(C(=[C]1)C)c1c(C)c(C)c(c(c1C)C)C(=O)[O-])C)C)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;2472,Zn.JWIXZGMJEBNDJA.XRECCLWRUPAXLP.ZBLOYAIJBRELAG.MOFkey-v1.pcu
24720,* MOFid-v1.NA.NAno_mof;24720,NA.MISSING_LINKERS.MOFkey-v1
